Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
5,2013.0,10.0,21.0,0.07,0.03,0.01,0.01,0.12,58.0,43.0,5.8,142.0,330.0,1
12,2015.0,8.0,8.0,0.0,0.03,0.0,0.0,0.03,74.0,9.0,7.6,56.0,511.0,1
5,2008.0,12.0,11.0,0.0,0.01,0.0,0.0,0.01,77.0,17.0,8.2,70.0,203.0,0
9,2006.0,5.0,1.0,0.06,0.02,0.0,0.0,0.09,69.0,10.0,9.0,4.0,51.0,0
12,2013.0,7.0,18.0,0.0,0.06,0.0,0.01,0.06,80.0,17.0,5.7,571.0,140.0,0
13,2015.0,8.0,14.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
12,2005.0,8.0,57.0,0.0,0.03,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
2,2011.0,8.0,44.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
8,2005.0,2.0,289.0,0.2,0.01,0.0,0.02,0.23,73.0,27.0,8.1,13.0,388.0,0
8,2010.0,2.0,19.0,0.0,0.0,0.41,0.0,0.41,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,8.0,243.0,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,399.0,0
10,2005.0,2.0,1.0,0.37,0.01,0.0,0.06,0.44,-1.0,-1.0,-1.0,-1.0,,-1
8,2007.0,4.0,21.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,2.0,9.0,0.0,0.0,0.08,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,2.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
23,1998.0,5.0,457.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
3,2006.0,8.0,12.0,0.39,0.0,0.0,0.03,0.42,56.0,23.0,6.5,13.0,85.0,3
10,2004.0,12.0,9.0,1.31,0.74,0.31,0.22,2.57,-1.0,-1.0,-1.0,-1.0,,-1
2,2014.0,5.0,154.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
16,2003.0,8.0,5.0,0.06,0.02,0.0,0.0,0.08,62.0,11.0,8.3,6.0,176.0,0
4,2013.0,3.0,3.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,1.0,2.0,0.18,0.14,0.0,0.05,0.36,58.0,15.0,7.8,14.0,318.0,0
12,2009.0,3.0,35.0,0.02,0.0,0.0,0.0,0.02,63.0,9.0,8.1,8.0,1251.0,1
11,2001.0,10.0,25.0,0.98,0.19,0.0,0.05,1.22,89.0,24.0,8.3,61.0,1252.0,2
8,2009.0,1.0,5.0,0.21,0.0,0.01,0.02,0.24,64.0,4.0,4.2,10.0,64.0,0
1,2009.0,2.0,8.0,0.45,0.23,0.0,0.07,0.76,87.0,22.0,7.6,19.0,32.0,1
1,2008.0,2.0,40.0,0.77,0.31,0.0,0.11,1.19,-1.0,-1.0,-1.0,-1.0,100.0,0
18,1997.0,6.0,32.0,0.06,0.02,0.0,0.0,0.08,-1.0,-1.0,-1.0,-1.0,,-1
13,2012.0,9.0,3.0,0.0,0.0,0.1,0.0,0.1,-1.0,-1.0,-1.0,-1.0,,-1
9,-1.0,6.0,14.0,0.16,0.06,0.5,0.02,0.74,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,10.0,29.0,0.07,0.02,0.0,0.0,0.09,77.0,25.0,8.5,11.0,8.0,2
3,2008.0,11.0,20.0,0.22,0.0,0.0,0.02,0.23,-1.0,-1.0,-1.0,-1.0,238.0,0
10,2008.0,1.0,166.0,0.09,0.07,0.0,0.02,0.18,-1.0,-1.0,9.2,5.0,124.0,1
6,1992.0,7.0,419.0,0.0,0.0,0.28,0.0,0.28,-1.0,-1.0,-1.0,-1.0,,-1
11,2003.0,1.0,7.0,0.05,0.01,0.0,0.0,0.07,81.0,23.0,8.8,12.0,68.0,0
1,2007.0,1.0,19.0,2.57,3.86,0.66,0.91,7.99,-1.0,-1.0,-1.0,-1.0,,-1
5,2008.0,8.0,19.0,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0,371.0,1
22,2016.0,2.0,3.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
4,2016.0,10.0,8.0,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,7.0,5.0,20.0,2
12,2011.0,9.0,305.0,0.02,0.01,0.0,0.0,0.04,56.0,12.0,5.7,269.0,1253.0,2
3,2008.0,8.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
18,1999.0,4.0,5.0,0.63,0.15,0.0,0.01,0.79,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,8.0,26.0,0.07,0.0,0.0,0.01,0.07,66.0,12.0,-1.0,-1.0,1254.0,0
14,1998.0,8.0,75.0,1.48,0.2,0.0,0.05,1.73,-1.0,-1.0,-1.0,-1.0,,-1
16,2002.0,12.0,15.0,4.01,1.26,0.87,0.17,6.31,92.0,61.0,8.6,439.0,11.0,0
11,2003.0,7.0,57.0,0.17,0.05,0.0,0.01,0.23,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,6.0,22.0,0.05,0.0,0.0,0.0,0.06,68.0,13.0,-1.0,-1.0,1255.0,0
1,2008.0,2.0,48.0,0.2,0.01,0.0,0.02,0.23,-1.0,-1.0,-1.0,-1.0,,-1
8,2009.0,4.0,9.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
4,2010.0,1.0,9.0,0.66,0.0,0.0,0.06,0.72,91.0,33.0,8.3,107.0,180.0,0
1,2011.0,8.0,40.0,0.73,0.67,0.0,0.15,1.55,73.0,14.0,7.0,13.0,119.0,3
3,2008.0,1.0,1.0,0.26,0.0,0.0,0.02,0.28,-1.0,-1.0,-1.0,-1.0,1201.0,0
3,2010.0,8.0,56.0,0.11,0.01,0.0,0.01,0.12,33.0,5.0,-1.0,-1.0,779.0,3
5,2012.0,11.0,2.0,0.11,0.03,0.0,0.01,0.15,77.0,18.0,8.9,18.0,210.0,1
9,2003.0,6.0,8.0,0.04,0.01,0.0,0.0,0.05,75.0,16.0,9.1,15.0,589.0,0
9,2002.0,7.0,49.0,0.19,0.07,0.0,0.0,0.27,78.0,4.0,-1.0,-1.0,463.0,0
9,2004.0,4.0,45.0,0.36,0.13,0.0,0.01,0.51,73.0,26.0,7.0,21.0,54.0,1
4,2014.0,8.0,8.0,0.04,0.04,0.01,0.02,0.11,-1.0,-1.0,-1.0,-1.0,,-1
4,2016.0,8.0,26.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,7.0,45.0,0.08,0.06,0.0,0.02,0.16,-1.0,-1.0,-1.0,-1.0,,-1
7,2016.0,8.0,11.0,0.3,0.2,0.01,0.05,0.56,77.0,106.0,6.8,1659.0,718.0,2
12,2006.0,10.0,7.0,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.8,5.0,418.0,2
1,2011.0,10.0,229.0,0.09,0.0,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,1256.0,1
3,2008.0,6.0,7.0,0.3,0.49,0.0,0.1,0.89,76.0,8.0,-1.0,-1.0,730.0,0
16,2004.0,12.0,1.0,0.73,0.19,0.0,0.03,0.94,73.0,9.0,7.8,13.0,201.0,0
12,1996.0,11.0,11.0,3.22,1.69,0.0,0.2,5.12,-1.0,-1.0,-1.0,-1.0,,-1
16,2004.0,8.0,5.0,0.29,0.08,0.0,0.01,0.38,67.0,22.0,7.3,8.0,89.0,0
3,2006.0,9.0,65.0,0.89,0.04,1.07,0.09,2.08,77.0,45.0,7.1,136.0,381.0,3
3,2004.0,7.0,15.0,0.21,0.14,0.38,0.04,0.77,46.0,28.0,5.9,34.0,1117.0,0
10,2006.0,1.0,5.0,3.63,0.24,0.01,0.61,4.49,84.0,29.0,8.2,39.0,41.0,0
5,2008.0,1.0,2.0,0.13,0.76,0.03,0.09,1.0,-1.0,-1.0,-1.0,-1.0,,-1
5,2011.0,7.0,225.0,0.06,0.0,0.0,0.0,0.07,47.0,4.0,8.6,9.0,390.0,3
1,2010.0,11.0,73.0,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,174.0,0
5,2008.0,10.0,29.0,1.56,0.6,0.02,0.23,2.42,82.0,66.0,7.8,176.0,28.0,2
14,1998.0,5.0,316.0,0.08,0.05,0.0,0.01,0.14,-1.0,-1.0,-1.0,-1.0,,-1
5,2005.0,10.0,8.0,0.32,0.02,0.0,0.03,0.37,75.0,52.0,6.7,80.0,396.0,2
16,2004.0,1.0,15.0,0.58,0.16,0.46,0.03,1.22,80.0,43.0,8.5,48.0,531.0,0
2,2012.0,8.0,8.0,0.18,0.0,0.0,0.02,0.2,-1.0,-1.0,-1.0,-1.0,,-1
4,2011.0,7.0,21.0,0.04,0.1,0.0,0.03,0.17,68.0,32.0,6.1,23.0,1257.0,0
4,2015.0,1.0,109.0,0.02,0.05,0.0,0.01,0.09,-1.0,-1.0,-1.0,-1.0,,-1
8,2010.0,8.0,3.0,0.03,0.0,0.62,0.0,0.66,71.0,30.0,7.9,35.0,1198.0,1
3,2009.0,5.0,15.0,0.0,0.0,0.14,0.0,0.14,-1.0,-1.0,-1.0,-1.0,,-1
10,2001.0,1.0,1.0,0.11,0.08,0.0,0.03,0.21,67.0,11.0,-1.0,-1.0,233.0,1
4,2009.0,10.0,91.0,0.22,0.27,0.01,0.11,0.61,70.0,61.0,6.4,55.0,51.0,2
23,1997.0,4.0,26.0,0.0,0.0,0.18,0.0,0.18,-1.0,-1.0,-1.0,-1.0,,-1
22,2015.0,9.0,3.0,0.0,0.01,0.09,0.0,0.11,69.0,35.0,8.0,79.0,663.0,1
10,2007.0,3.0,3.0,0.0,0.0,0.38,0.0,0.38,-1.0,-1.0,-1.0,-1.0,,-1
3,2007.0,8.0,66.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
11,2003.0,8.0,5.0,0.13,0.04,0.0,0.01,0.17,57.0,27.0,9.2,5.0,224.0,2
4,2012.0,9.0,226.0,0.1,0.1,0.0,0.03,0.24,53.0,14.0,5.5,81.0,1017.0,2
14,1998.0,1.0,25.0,0.04,0.03,0.0,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,10.0,145.0,0.07,0.02,0.0,0.0,0.1,54.0,13.0,-1.0,-1.0,1258.0,2
8,2009.0,5.0,9.0,0.0,0.0,0.19,0.0,0.19,-1.0,-1.0,-1.0,-1.0,,-1
2,2012.0,12.0,15.0,3.66,3.14,2.47,0.63,9.9,78.0,70.0,7.2,424.0,11.0,0
2,2016.0,2.0,72.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
1,2010.0,8.0,193.0,0.03,0.0,0.0,0.0,0.03,-1.0,-1.0,-1.0,-1.0,79.0,3
8,2010.0,9.0,3.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
16,2002.0,1.0,2.0,0.05,0.01,0.0,0.0,0.06,36.0,7.0,4.7,6.0,318.0,0
3,2011.0,12.0,20.0,0.06,0.0,0.0,0.0,0.06,-1.0,-1.0,0.9,7.0,1259.0,0
11,2004.0,10.0,2.0,0.07,0.02,0.0,0.0,0.1,69.0,25.0,7.4,5.0,29.0,2
10,2001.0,8.0,21.0,1.08,0.7,0.34,0.21,2.34,84.0,21.0,8.4,189.0,74.0,2
14,1998.0,6.0,210.0,0.56,0.38,0.0,0.07,1.01,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,8.0,8.0,0.14,0.0,0.0,0.01,0.15,-1.0,-1.0,-1.0,-1.0,362.0,0
3,2009.0,5.0,29.0,0.16,0.15,0.0,0.04,0.35,-1.0,-1.0,-1.0,-1.0,,-1
5,2012.0,8.0,20.0,0.03,0.02,0.0,0.0,0.06,54.0,8.0,3.5,16.0,238.0,1
13,2011.0,1.0,9.0,0.15,0.11,0.25,0.05,0.55,76.0,55.0,8.1,77.0,618.0,0
10,2006.0,11.0,458.0,0.02,0.01,0.0,0.0,0.03,53.0,5.0,-1.0,-1.0,807.0,3
3,2012.0,8.0,3.0,0.0,0.0,0.04,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
12,1998.0,8.0,22.0,0.59,0.03,0.0,0.0,0.62,-1.0,-1.0,8.2,29.0,181.0,1
10,2006.0,5.0,19.0,0.05,0.04,0.84,0.16,1.09,77.0,34.0,8.1,52.0,506.0,2
3,2010.0,8.0,5.0,0.19,0.18,0.0,0.04,0.41,56.0,6.0,6.0,4.0,345.0,3
5,2009.0,8.0,56.0,0.09,0.0,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,,-1
3,2011.0,2.0,29.0,0.11,0.0,0.0,0.01,0.12,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,9.0,11.0,0.48,0.19,0.0,0.03,0.7,89.0,84.0,8.6,113.0,116.0,2
3,2011.0,1.0,25.0,0.08,0.0,0.0,0.01,0.09,-1.0,-1.0,-1.0,-1.0,17.0,0
1,2007.0,2.0,5.0,0.43,0.03,0.0,0.04,0.49,57.0,37.0,5.3,54.0,501.0,3
9,2001.0,7.0,1.0,0.24,0.09,0.0,0.01,0.33,82.0,10.0,-1.0,-1.0,555.0,0
3,2009.0,5.0,87.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
5,-1.0,11.0,29.0,0.14,0.02,0.0,0.01,0.18,64.0,41.0,5.5,42.0,847.0,3
5,2006.0,9.0,65.0,0.17,0.01,0.0,0.01,0.19,66.0,25.0,6.5,33.0,145.0,1
14,1996.0,1.0,265.0,0.02,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,2.0,459.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
9,2004.0,12.0,15.0,0.0,0.0,0.23,0.01,0.24,-1.0,-1.0,-1.0,-1.0,,-1
9,2001.0,6.0,45.0,2.07,0.77,0.05,0.05,2.94,79.0,13.0,7.8,4.0,589.0,0
4,2011.0,2.0,3.0,0.0,0.0,0.16,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
2,2012.0,9.0,15.0,1.12,0.41,0.64,0.14,2.3,75.0,69.0,5.6,382.0,113.0,0
17,1987.0,9.0,61.0,0.15,0.0,2.41,0.0,2.56,-1.0,-1.0,-1.0,-1.0,,-1
11,2002.0,10.0,398.0,0.08,0.02,0.0,0.0,0.11,63.0,17.0,7.6,8.0,1070.0,1
5,2007.0,10.0,11.0,1.0,0.53,0.03,0.18,1.75,83.0,75.0,8.0,340.0,1260.0,2
17,1985.0,1.0,15.0,0.18,0.23,1.53,0.02,1.96,-1.0,-1.0,-1.0,-1.0,,-1
18,1997.0,6.0,172.0,0.5,0.2,0.31,0.03,1.04,-1.0,-1.0,-1.0,-1.0,,-1
8,2010.0,3.0,9.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
3,2006.0,12.0,12.0,0.09,0.0,0.0,0.01,0.1,-1.0,-1.0,-1.0,-1.0,,-1
18,2000.0,12.0,8.0,0.16,0.04,0.0,0.0,0.2,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,7.0,1.0,0.17,0.13,0.0,0.04,0.35,56.0,13.0,5.3,8.0,644.0,1
1,2008.0,1.0,5.0,0.18,0.22,0.0,0.05,0.45,50.0,12.0,4.6,18.0,64.0,0
3,2009.0,5.0,107.0,0.0,0.02,0.0,0.0,0.02,54.0,7.0,-1.0,-1.0,1261.0,2
5,2016.0,2.0,29.0,0.02,0.02,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,25.0,3
3,2010.0,9.0,65.0,0.09,0.07,1.24,0.02,1.41,77.0,33.0,7.3,15.0,39.0,0
12,2016.0,7.0,176.0,0.0,0.01,0.0,0.0,0.01,78.0,4.0,7.9,14.0,215.0,0
3,2007.0,2.0,45.0,1.13,0.01,0.06,0.09,1.29,67.0,19.0,5.9,8.0,790.0,0
13,2015.0,8.0,26.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
9,2004.0,12.0,15.0,0.79,0.27,0.12,0.04,1.23,80.0,22.0,9.1,37.0,675.0,0
2,2012.0,8.0,15.0,0.48,0.35,0.36,0.07,1.27,83.0,75.0,8.7,487.0,1262.0,3
3,-1.0,8.0,1.0,0.06,0.0,0.0,0.0,0.07,48.0,11.0,6.1,10.0,158.0,1
10,2002.0,10.0,324.0,0.98,0.53,0.0,0.06,1.57,55.0,10.0,8.6,45.0,66.0,1
5,2010.0,7.0,11.0,0.92,0.39,0.0,0.12,1.43,52.0,46.0,5.0,20.0,1263.0,0
1,2010.0,5.0,40.0,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0,433.0,3
1,2009.0,2.0,172.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
21,-1.0,6.0,45.0,0.35,0.02,0.0,0.0,0.38,-1.0,-1.0,-1.0,-1.0,,-1
12,2012.0,9.0,453.0,0.07,0.08,0.0,0.02,0.17,74.0,55.0,8.2,1326.0,1242.0,2
11,2005.0,1.0,108.0,0.08,0.02,0.0,0.0,0.1,-1.0,-1.0,-1.0,-1.0,124.0,1
19,1998.0,7.0,49.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
14,1999.0,1.0,460.0,0.21,0.14,0.0,0.02,0.38,-1.0,-1.0,-1.0,-1.0,,-1
1,2008.0,1.0,5.0,0.28,0.51,0.0,0.09,0.89,80.0,18.0,8.4,22.0,64.0,0
13,2015.0,8.0,58.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
9,2004.0,12.0,15.0,0.17,0.06,0.09,0.01,0.33,74.0,10.0,8.6,12.0,29.0,0
11,2004.0,1.0,10.0,0.02,0.0,0.0,0.0,0.02,62.0,11.0,9.1,9.0,283.0,0
11,2002.0,8.0,1.0,0.07,0.02,0.0,0.0,0.09,56.0,22.0,-1.0,-1.0,1264.0,1
4,2012.0,7.0,18.0,0.06,0.19,0.0,0.06,0.32,61.0,27.0,5.6,34.0,140.0,0
5,2006.0,8.0,22.0,0.27,0.07,0.01,0.03,0.37,80.0,54.0,7.3,84.0,14.0,1
4,2014.0,1.0,5.0,0.21,0.09,0.0,0.06,0.36,-1.0,-1.0,1.6,45.0,41.0,3
5,2012.0,10.0,25.0,0.86,0.62,0.01,0.13,1.62,86.0,80.0,7.8,869.0,1265.0,2
1,2008.0,6.0,73.0,0.04,0.12,0.0,0.02,0.17,63.0,12.0,7.7,7.0,174.0,0
4,2007.0,1.0,25.0,0.08,0.01,0.0,0.01,0.09,74.0,24.0,-1.0,-1.0,220.0,3
12,2010.0,11.0,73.0,0.02,0.04,0.0,0.01,0.07,61.0,9.0,6.2,12.0,866.0,1
8,2005.0,12.0,2.0,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,344.0,0
9,2005.0,7.0,1.0,0.07,0.03,0.0,0.0,0.1,68.0,22.0,5.9,9.0,675.0,0
5,2012.0,7.0,18.0,0.1,0.34,0.0,0.05,0.49,84.0,42.0,6.9,56.0,140.0,0
9,2003.0,11.0,108.0,0.08,0.03,0.0,0.0,0.11,62.0,9.0,7.8,11.0,690.0,0
16,2003.0,12.0,29.0,0.05,0.01,0.0,0.0,0.07,77.0,24.0,8.3,21.0,331.0,0
8,2006.0,6.0,9.0,0.12,0.51,0.0,0.23,0.86,76.0,46.0,7.9,14.0,12.0,0
3,2010.0,5.0,40.0,0.25,0.17,0.0,0.04,0.47,78.0,24.0,-1.0,-1.0,433.0,3
3,2009.0,9.0,65.0,1.06,0.26,0.53,0.13,1.98,75.0,53.0,7.8,162.0,239.0,3
12,2011.0,11.0,5.0,0.28,0.32,0.0,0.09,0.69,77.0,56.0,6.1,173.0,489.0,1
11,2004.0,1.0,8.0,0.13,0.04,0.0,0.01,0.18,65.0,5.0,8.3,6.0,124.0,1
9,2001.0,6.0,398.0,0.03,0.01,0.0,0.0,0.04,-1.0,-1.0,-1.0,-1.0,,-1
9,2002.0,2.0,128.0,0.03,0.01,0.0,0.0,0.05,-1.0,-1.0,-1.0,-1.0,961.0,0
3,2009.0,2.0,12.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
12,2011.0,7.0,,0.0,0.01,0.0,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
8,2009.0,11.0,27.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
4,2012.0,8.0,5.0,0.48,0.62,0.06,0.26,1.41,55.0,22.0,6.0,250.0,886.0,2
3,2010.0,2.0,12.0,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,,-1
10,2003.0,8.0,8.0,0.44,0.34,0.25,0.11,1.14,79.0,33.0,8.4,38.0,513.0,2
16,2003.0,5.0,29.0,0.06,0.01,0.0,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
9,2005.0,2.0,15.0,0.5,0.19,0.28,0.02,0.98,54.0,27.0,5.4,34.0,443.0,0
21,1982.0,10.0,45.0,1.05,0.06,0.0,0.01,1.12,-1.0,-1.0,-1.0,-1.0,,-1
5,2010.0,1.0,5.0,0.71,2.39,0.02,0.4,3.52,88.0,66.0,7.5,155.0,41.0,0
3,2005.0,3.0,15.0,0.3,0.02,0.04,0.03,0.39,90.0,49.0,9.0,163.0,113.0,0
23,1998.0,1.0,19.0,0.0,0.0,0.09,0.0,0.09,-1.0,-1.0,-1.0,-1.0,,-1
22,2016.0,10.0,73.0,0.06,0.21,0.03,0.05,0.35,48.0,43.0,3.8,212.0,1241.0,2
16,2005.0,1.0,5.0,0.13,0.03,0.0,0.0,0.17,80.0,27.0,7.5,14.0,64.0,0
1,2008.0,10.0,193.0,0.04,0.0,0.0,0.0,0.04,50.0,7.0,8.3,6.0,1266.0,3
14,1999.0,3.0,43.0,0.0,0.0,0.21,0.01,0.23,-1.0,-1.0,-1.0,-1.0,,-1
3,2008.0,6.0,29.0,0.16,0.78,0.0,0.04,0.99,71.0,5.0,-1.0,-1.0,1267.0,0
4,2007.0,10.0,7.0,0.07,0.01,0.0,0.01,0.08,56.0,23.0,6.3,18.0,1025.0,1
4,2011.0,1.0,73.0,0.01,0.05,0.0,0.01,0.08,53.0,6.0,-1.0,-1.0,141.0,0
10,2001.0,2.0,9.0,0.09,0.07,0.0,0.02,0.19,83.0,26.0,9.0,29.0,55.0,0
23,1994.0,4.0,19.0,0.17,0.12,0.77,0.02,1.07,-1.0,-1.0,-1.0,-1.0,,-1
18,1997.0,10.0,15.0,5.8,2.01,0.13,0.15,8.09,-1.0,-1.0,-1.0,-1.0,,-1
9,2002.0,10.0,279.0,0.15,0.06,0.0,0.0,0.21,61.0,8.0,6.5,4.0,652.0,0
2,2011.0,8.0,8.0,0.16,0.04,0.0,0.02,0.21,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,4.0,1.0,1.48,0.39,0.0,0.19,2.06,83.0,68.0,7.9,51.0,165.0,1
3,2006.0,8.0,23.0,0.04,0.0,0.0,0.0,0.05,55.0,13.0,-1.0,-1.0,510.0,0
11,2006.0,8.0,5.0,0.33,0.1,0.0,0.02,0.44,-1.0,-1.0,-1.0,-1.0,,-1
3,2009.0,4.0,177.0,0.0,0.0,0.06,0.0,0.06,-1.0,-1.0,-1.0,-1.0,,-1
9,2002.0,7.0,1.0,0.12,0.04,0.0,0.0,0.16,-1.0,-1.0,-1.0,-1.0,,-1
5,2009.0,10.0,41.0,0.15,0.06,0.05,0.02,0.28,76.0,29.0,8.4,47.0,584.0,1
1,2011.0,2.0,15.0,0.25,0.03,0.17,0.02,0.48,68.0,42.0,7.5,24.0,441.0,0
30,1996.0,9.0,378.0,0.0,0.0,0.03,0.0,0.03,-1.0,-1.0,-1.0,-1.0,,-1
2,2014.0,5.0,21.0,0.0,0.0,0.02,0.0,0.02,81.0,34.0,9.0,76.0,1268.0,1
10,2003.0,7.0,7.0,0.04,0.03,0.0,0.01,0.09,67.0,25.0,8.3,17.0,613.0,1
14,1998.0,2.0,9.0,0.63,0.43,0.0,0.07,1.13,-1.0,-1.0,-1.0,-1.0,,-1
18,2000.0,12.0,15.0,0.82,0.36,0.25,0.06,1.49,-1.0,-1.0,-1.0,-1.0,,-1
10,2009.0,3.0,3.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
5,2013.0,8.0,26.0,0.09,0.05,0.0,0.01,0.15,65.0,21.0,7.5,35.0,94.0,1
10,2004.0,2.0,7.0,0.33,0.26,0.0,0.09,0.68,74.0,28.0,-1.0,-1.0,699.0,2
3,2006.0,8.0,152.0,0.04,0.0,0.0,0.0,0.04,47.0,4.0,-1.0,-1.0,122.0,0
3,2008.0,2.0,29.0,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,600.0,0
10,2005.0,9.0,3.0,0.02,0.02,0.0,0.01,0.05,65.0,27.0,8.6,15.0,428.0,3
5,2008.0,2.0,11.0,0.12,0.56,0.0,0.1,0.77,71.0,43.0,7.4,34.0,1127.0,1
4,2014.0,4.0,10.0,0.0,0.0,0.13,0.0,0.14,84.0,38.0,8.1,85.0,54.0,1
14,1998.0,5.0,377.0,0.0,0.0,0.07,0.0,0.07,-1.0,-1.0,-1.0,-1.0,,-1
10,2006.0,1.0,9.0,0.17,0.13,0.55,0.05,0.9,70.0,44.0,8.1,8.0,618.0,0
1,2007.0,7.0,290.0,0.01,0.0,0.0,0.0,0.02,-1.0,-1.0,1.8,4.0,599.0,0
12,2007.0,6.0,226.0,0.01,0.02,0.0,0.01,0.03,-1.0,-1.0,-1.0,-1.0,1269.0,3
14,1996.0,1.0,5.0,0.26,0.18,0.0,0.03,0.47,-1.0,-1.0,-1.0,-1.0,,-1
8,2006.0,7.0,9.0,0.03,0.0,0.0,0.0,0.03,69.0,18.0,7.1,7.0,138.0,0
10,2000.0,1.0,5.0,0.17,0.13,0.18,0.04,0.52,78.0,15.0,-1.0,-1.0,574.0,0
10,2008.0,2.0,143.0,0.0,0.0,0.01,0.0,0.01,-1.0,-1.0,-1.0,-1.0,,-1
12,2016.0,8.0,445.0,0.03,0.0,0.0,0.0,0.03,73.0,12.0,6.3,15.0,346.0,0
13,2012.0,8.0,294.0,0.0,0.0,0.01,0.0,0.01,76.0,26.0,8.0,18.0,405.0,3
13,2015.0,8.0,21.0,0.0,0.03,0.07,0.01,0.1,65.0,12.0,7.8,63.0,1270.0,2
9,2003.0,8.0,67.0,0.4,0.15,0.0,0.01,0.56,-1.0,-1.0,-1.0,-1.0,,-1
11,2005.0,1.0,5.0,0.7,0.2,0.0,0.03,0.94,86.0,35.0,-1.0,-1.0,41.0,-1
22,2015.0,1.0,2.0,0.13,0.42,0.13,0.1,0.79,87.0,54.0,7.1,680.0,29.0,0
2,2016.0,8.0,21.0,0.0,0.0,0.28,0.0,0.28,-1.0,-1.0,-1.0,-1.0,,-1
3,2010.0,9.0,15.0,0.5,0.16,0.58,0.05,1.29,68.0,25.0,8.2,25.0,1271.0,0
